HUGO_symbol	transcript	gene_coordinate	assigned_peak
TMEM196	NM_152774.3	chr7:19758937-19812404:-	chr7:19811422-19813464
BEST3	NM_152439.3	chr12:70047388-70083057:-	chr12:70081977-70083151
C3	NM_000064.3	chr19:6677845-6720693:-	chr19:6719174-6720742
IL31RA	NM_001297570.1	chr5:55147206-55204969:+	chr5:55146778-55150183
ARSE	NM_001282631.1	chrX:2852672-2886351:-	chrX:2885558-2886777
YWHAEP7	NR_024178.1	chr17:36202572-36244363:-	chr17:36243651-36244499
CACNA2D3	NM_018398.2	chr3:54156692-55108584:+	chr3:54154406-54158120
DGKI	NM_001321709.1	chr7:137072395-137531078:-	chr7:137530813-137532376
PTPRD	NM_002839.3	chr9:8314245-10612723:-	chr9:10609870-10614099
PTPRD-AS2	NR_110696.1	chr9:10613205-10620420:+	chr9:10609870-10614099
FBLL1	NR_024356.2	chr5:167956581-167957639:+	chr5:167955897-167956551
MMP19	NM_002429.5	chr12:56229213-56236767:-	chr12:56235957-56237105
HRCT1	NM_001039792.1	chr9:35906188-35907138:+	chr9:35906167-35908049
LINC00961	NM_001348107.1	chr9:35909479-35911617:+	chr9:35906167-35908049
COL24A1	NM_152890.5	chr1:86194915-86622121:-	chr1:86620240-86622835
MAGEA2B	NM_001321404.1	chrX:151883074-151887096:+	chrX:151881262-151884735
C1QTNF4	NM_031909.2	chr11:47611215-47615961:-	chr11:47615150-47616126
KDM5D	NM_001146705.1	chrY:21867300-21906825:-	chrY:21905178-21907843
ST8SIA2	NM_001330416.1	chr15:92937116-93011958:+	chr15:92936412-92938903
OPRK1	NM_001282904.1	chr8:54138275-54164257:-	chr8:54163161-54164747
EIF1AY	NM_001278612.1	chrY:22737596-22755040:+	chrY:22736426-22739784
FFAR4	NM_001195755.1	chr10:95326421-95349829:+	chr10:95325858-95329187
EFNA2	NM_001405.3	chr19:1286152-1301430:+	chr19:1286128-1288238
NRADDP	NR_024046.1	chr3:47053031-47054957:+	chr3:47050363-47051892
PRSS56	NM_001195129.1	chr2:233385172-233390426:+	chr2:233386864-233389304
CHRND	NM_001256657.1	chr2:233390869-233401375:+	chr2:233386864-233389304
IRF8	NM_002163.2	chr16:85932773-85956212:+	chr16:85931743-85934392
PLCD4	NM_032726.3	chr2:219472487-219501909:+	chr2:219471856-219473154
CCL20	NM_001130046.1	chr2:228678557-228682280:+	chr2:228678297-228683045
PDE8B	NM_001029853.2	chr5:76506705-76724081:+	chr5:76505850-76507742
ENTPD1	NM_001164181.1	chr10:97515408-97637023:+	chr10:97515256-97516935
TMEM71	NM_001145153.1	chr8:133722190-133772914:-	chr8:133772158-133772994
PKHD1L1	NM_177531.4	chr8:110374705-110543500:+	chr8:110374322-110375187
PACSIN1	NM_020804.4	chr6:34433837-34503000:+	chr6:34433135-34434533
LOC101929073	NR_120650.1	chr10:26213306-26222639:-	chr10:26222594-26224432
MYO3A	NM_017433.4	chr10:26223001-26501465:+	chr10:26222594-26224432
LINC00654	NR_015406.2	chr20:5476712-5485242:-	chr20:5484206-5485637
C2CD4B	NM_001007595.2	chr15:62455736-62457482:-	chr15:62455696-62458077
IL4	NM_172348.2	chr5:132009677-132018370:+	chr5:132009835-132011027
CLDN11	NM_005602.5	chr3:170136652-170152479:+	chr3:170135906-170140403
MIR6828	NR_106886.1	chr3:170140890-170140950:+	chr3:170135906-170140403
XKR4	NM_052898.1	chr8:56015016-56438714:+	chr8:56013413-56016357
LOC283140	NR_126004.1	chr11:112141471-112233257:+	chr11:112140843-112142070
HOXC12	NM_173860.2	chr12:54348651-54350390:+	chr12:54346703-54347493
RGS4	NM_001102445.2	chr1:163038395-163046592:+	chr1:163038334-163042434
MUM1L1	NM_001171020.1	chrX:105412297-105452949:+	chrX:105412119-105412822
SDR16C5	NM_001318049.1	chr8:57212206-57233335:-	chr8:57231420-57233543
PCDHA10	NM_031860.2	chr5:140235467-140391929:+	chr5:140235190-140236469
XXYLT1-AS2	NR_102711.1	chr3:194868599-194873585:+	chr3:194870987-194872194
MAP1LC3B2	NM_001085481.1	chr12:116997185-117014425:+	chr12:116996365-116997952
MEGF6	NM_001409.3	chr1:3404505-3528059:-	chr1:3525560-3528842
C1orf186	NM_001007544.3	chr1:206238871-206288647:-	chr1:206282360-206289008
TMEM105	NM_178520.3	chr17:79285069-79304474:-	chr17:79302186-79304257
IRX6	NM_024335.2	chr16:55358470-55364672:+	chr16:55357162-55360153
USH1C	NM_005709.3	chr11:17515441-17565963:-	chr11:17563435-17566506
OTOG	NM_001292063.1	chr11:17568919-17667491:+	chr11:17563435-17566506
HBM	NM_001003938.3	chr16:215972-216767:+	chr16:214970-216314
AMN	NM_030943.3	chr14:103388992-103397179:+	chr14:103388621-103389959
AFF2	NM_001169125.1	chrX:147582138-148082193:+	chrX:147582292-147584305
FBXL16	NM_153350.3	chr16:742499-755825:-	chr16:754031-755886
MAGEA2	NM_005361.3	chrX:151918386-151922408:-	chrX:151920953-151924222
IGFBPL1	NM_001007563.2	chr9:38406524-38424444:-	chr9:38422902-38425195
FAM71D	NM_173526.3	chr14:67656109-67695267:+	chr14:67653246-67653952
LMOD1	NM_012134.2	chr1:201865583-201915716:-	chr1:201913197-201916605
SUSD3	NM_001287007.1	chr9:95820969-95847420:+	chr9:95820645-95822602
GABRA2	NM_001114175.2	chr4:46245564-46391396:-	chr4:46389814-46393572
LOC105378047	NR_134599.1	chr6:149348364-149353797:-	chr6:149352331-149353889
NTM	NM_001144059.1	chr11:131780711-132184964:+	chr11:131777804-131783707
ASCL1	NM_004316.3	chr12:103351451-103354294:+	chr12:103350782-103352698
SYT8	NM_001290334.1	chr11:1855539-1858751:+	chr11:1853619-1854201
ZNF556	NM_001300843.1	chr19:2867332-2878515:+	chr19:2866579-2868291
AGMO	NM_001004320.1	chr7:15239942-15601640:-	chr7:15600555-15602029
ARMC4P1	NR_138082.1	chr10:27547690-27623984:+	chr10:27546475-27548672
C2orf78	NM_001080474.1	chr2:74011315-74044274:+	chr2:74010289-74010790
SLC38A5	NM_033518.3	chrX:48316919-48328644:-	chrX:48325165-48328230
CACNA2D2	NM_001174051.2	chr3:50400043-50541028:-	chr3:50539598-50541791
OR4D1	NM_012374.1	chr17:56232514-56233447:+	chr17:56234026-56235333
MSX2P1	NR_002307.1	chr17:56234319-56236481:+	chr17:56234026-56235333
ADAMTSL3	NM_207517.2	chr15:84322837-84708594:+	chr15:84321860-84324194
LINC00643	NR_015358.2	chr14:62584074-62600904:+	chr14:62583648-62584789
CCDC144NL	NM_001004306.2	chr17:20766707-20799453:-	chr17:20798615-20799521
CRTAC1	NM_018058.6	chr10:99624756-99790585:-	chr10:99788849-99790507
NHSL1	NM_001144060.1	chr6:138743179-138820579:-	chr6:138817567-138821504
C12orf42	NR_103526.1	chr12:103631368-103889788:-	chr12:103888314-103890125
LOC105369945	NR_135004.1	chr12:103889817-103891473:+	chr12:103888314-103890125
LOC105372397	NR_134907.1	chr19:39086986-39092334:+	chr19:39086422-39088291
MST1L	NM_001271733.1	chr1:17081128-17090975:-	chr1:17091604-17093148
GLRA2	NM_001118885.1	chrX:14547419-14749934:+	chrX:14546977-14547697
BAIAP2L2	NM_025045.5	chr22:38480895-38506676:-	chr22:38506025-38507675
RERG	NM_032918.2	chr12:15260715-15374411:-	chr12:15372301-15375359
KCNS2	NM_020697.3	chr8:99439249-99443025:+	chr8:99438765-99439441
FSTL4	NM_015082.1	chr5:132532151-132948223:-	chr5:132946397-132948779
BMP3	NM_001201.3	chr4:81952118-81978779:+	chr4:81951064-81954127
RGS7BP	NM_001029875.2	chr5:63801773-63908126:+	chr5:63801285-63803763
RASIP1	NM_017805.2	chr19:49223841-49243970:-	chr19:49242335-49243642
FUT2	NM_001097638.2	chr19:49199227-49209191:+	chr19:49199098-49201481
CILP2	NM_153221.2	chr19:19649073-19657468:+	chr19:19651442-19652152
GAS7	NM_201433.1	chr17:9813925-10101868:-	chr17:10099605-10102923
ADGRG2	NM_001079858.2	chrX:19007424-19140755:-	chrX:19139471-19141482
TMEM125	NM_144626.2	chr1:43735664-43739673:+	chr1:43735741-43737318
CA7	NM_005182.2	chr16:66878281-66888050:+	chr16:66877930-66879193
C9orf135	NM_001308085.1	chr9:72435720-72521151:+	chr9:72434683-72436169
C9orf135-AS1	NR_038833.1	chr9:72434320-72435655:-	chr9:72434683-72436169
PRR23D1	NM_001282479.1	chr8:7397148-7399972:+	chr8:7393948-7395238
C12orf74	NM_001037671.3	chr12:93096618-93102325:+	chr12:93096528-93097373
IRF4	NM_001195286.1	chr6:391738-411443:+	chr6:390907-395330
FAR2P2	NR_046258.1	chr2:131174322-131186119:-	chr2:131184637-131186612
EMX2OS	NR_144378.1	chr10:119243803-119302100:-	chr10:119300064-119308931
EMX2	NM_001165924.1	chr10:119301955-119309057:+	chr10:119300064-119308931
C1orf210	NM_182517.2	chr1:43747553-43751250:-	chr1:43750072-43751917
FAM222A-AS1	NR_026661.2	chr12:110172013-110211292:-	chr12:110209661-110211855
PNOC	NM_006228.4	chr8:28174648-28200872:+	chr8:28176212-28177617
MIR646HG	NR_046099.1	chr20:58713547-58897314:+	chr20:58712940-58714441
LINC00850	NR_109813.1	chrX:148958632-149008599:+	chrX:148958686-148959644
ZFY	NM_001145276.1	chrY:2803111-2850547:+	chrY:2802144-2806082
NPY2R	NM_000910.3	chr4:156129780-156138230:+	chr4:156128587-156130359
LINC00350	NR_046988.1	chr13:20161257-20162630:+	chr13:20160526-20161727
FBXO41	NM_001080410.2	chr2:73481809-73496758:-	chr2:73494064-73497309
LINC01111	NR_105006.1	chr8:77318888-77436591:+	chr8:77315092-77322755
PLD5	NM_001320272.1	chr1:242251688-242687998:-	chr1:242685961-242688871
PTGIS	NM_000961.3	chr20:48120410-48184707:-	chr20:48182790-48184842
GRAMD2	NM_001012642.2	chr15:72452146-72490136:-	chr15:72489066-72490724
ELMO3	NM_024712.3	chr16:67233027-67237927:+	chr16:67232612-67234405
MIR328	NR_029887.1	chr16:67236223-67236298:-	chr16:67232612-67234405
NGEF	NM_001114090.1	chr2:233743395-233792861:-	chr2:233791179-233793378
ASPA	NM_001128085.1	chr17:3377403-3402700:+	chr17:3379151-3380907
BEND4	NM_207406.3	chr4:42112869-42154895:-	chr4:42152087-42155474
IL7R	NR_120485.1	chr5:35856976-35879705:+	chr5:35856664-35860562
AGR2	NM_006408.3	chr7:16832263-16844738:-	chr7:16840931-16845470
RAI2	NR_033348.1	chrX:17818168-17878947:-	chrX:17877296-17878921
NECAB1	NM_022351.4	chr8:91803920-91971630:+	chr8:91803616-91804499
FXYD3	NM_001136010.1	chr19:35606731-35612569:+	chr19:35604380-35613129
CBLN1	NM_004352.3	chr16:49311827-49315742:-	chr16:49315944-49317808
LOC653653	NR_027408.1	chr17:58179120-58180280:-	chr17:58178377-58180394
LRRTM1	NM_178839.4	chr2:80529002-80531487:-	chr2:80530647-80532131
NLGN4X	NM_001282146.1	chrX:5808066-6145244:-	chrX:6143167-6146993
LOC105373156	NR_136577.1	chrX:6144398-6148332:+	chrX:6143167-6146993
CDH23	NM_052836.3	chr10:73156690-73407219:+	chr10:73155876-73158274
GRIN2A	NM_001134408.2	chr16:9847260-10275924:-	chr16:10275243-10277447
BRINP2	NM_021165.3	chr1:177140523-177251558:+	chr1:177139768-177140998
BARX1	NM_021570.3	chr9:96713908-96717608:-	chr9:96713023-96717364
BARX1-AS1	NR_144455.1	chr9:96718115-96720204:+	chr9:96713023-96717364
LINC00923	NR_024172.1	chr15:98285845-98417659:-	chr15:98417863-98419508
SHISA8	NM_001207020.1	chr22:42305557-42310671:-	chr22:42310662-42311523
GP1BB	NM_000407.4	chr22:19711065-19712297:+	chr22:19710653-19711708
ANOS1	NM_000216.3	chrX:8496914-8700228:-	chrX:8698022-8700715
PDZD4	NM_001303515.1	chrX:153067620-153095351:-	chrX:153093333-153096086
OLIG2	NM_005806.3	chr21:34398215-34401504:+	chr21:34397456-34399704
LINC00704	NR_024475.1	chr10:4692376-4720262:-	chr10:4717969-4720864
NLRP2	NM_001174081.2	chr19:55476646-55512510:+	chr19:55475699-55479257
CCDC144CP	NR_023380.1	chr17:20224486-20305504:+	chr17:20223600-20224275
HAND1	NM_004821.2	chr5:153854531-153857824:-	chr5:153856895-153859090
TSPEAR-AS2	NR_026548.1	chr21:45937097-45938860:+	chr21:45936411-45938939
TMEM155	NM_001317839.1	chr4:122680087-122685449:-	chr4:122685052-122686910
PP12613	NR_024365.1	chr4:122685739-122687963:+	chr4:122685052-122686910
HCG20	NR_138037.1	chr6_mann_hap4:2082686-2108112:+	chr6_mann_hap4:2085102-2085604
CHD5	NM_015557.2	chr1:6161846-6240194:-	chr1:6238785-6239594
POTEF	NM_001099771.2	chr2:130831107-130886795:-	chr2:130885263-130889344
MED15P9	NR_033903.1	chr2:130887195-130896986:+	chr2:130885263-130889344
ZNF300P1	NR_026867.1	chr5:150309997-150326146:-	chr5:150325168-150327008
HTR6	NM_000871.2	chr1:19991779-20007459:+	chr1:19991356-19992151
GALNTL6	NM_001034845.2	chr4:172734574-173961559:+	chr4:172733357-172735695
LOC441052	NR_134656.1	chr4:172733288-172734758:-	chr4:172733357-172735695
KCNH7	NM_033272.3	chr2:163227916-163695257:-	chr2:163694079-163696580
MT3	NM_005954.2	chr16:56623266-56625000:+	chr16:56622924-56623796
KCNJ6	NM_002240.4	chr21:38996524-39288741:-	chr21:39286144-39289288
GPX7	NM_015696.4	chr1:53068042-53074723:+	chr1:53067104-53069345
APCDD1L-AS1	NR_034147.1	chr20:57090434-57194948:+	chr20:57087073-57093710
APCDD1L	NM_001304787.1	chr20:57034156-57089994:-	chr20:57087073-57093710
LOC100507487	NR_125882.1	chr4:129349170-129440553:+	chr4:129349120-129351336
NRG4	NM_138573.3	chr15:76234313-76304785:-	chr15:76301934-76305104
WFDC21P	NR_030732.1	chr17:58160926-58165828:-	chr17:58163207-58165897
RET	NM_020630.4	chr10:43572516-43622952:+	chr10:43571760-43574202
TCAP	NM_003673.3	chr17:37821598-37822807:+	chr17:37823427-37825386
PNMT	NR_073461.1	chr17:37824233-37826728:+	chr17:37823427-37825386
ZNF454	NM_001178090.2	chr5:178368191-178393434:+	chr5:178366322-178369134
PDZK1IP1	NM_005764.3	chr1:47649260-47655771:-	chr1:47654036-47656154
ATP2B2	NM_001001331.2	chr3:10365706-10547268:-	chr3:10546754-10547451
IGFN1	NM_001164586.1	chr1:201159952-201198080:+	chr1:201159736-201163137
LOC100049716	NR_122124.1	chr12:740056-755044:+	chr12:741645-742308
VSX1	NR_045948.1	chr20:25051520-25063015:-	chr20:25063446-25065849
LOC644554	NR_040013.1	chr19:38308050-38317278:+	chr19:38307262-38308888
GAP43	NM_002045.3	chr3:115342150-115440334:+	chr3:115342111-115344052
GRIN2C	NM_000835.4	chr17:72838161-72856007:-	chr17:72855566-72857649
GATA5	NM_080473.4	chr20:61038552-61051026:-	chr20:61050447-61052231
CASC9	NR_103848.1	chr8:76135351-76190716:-	chr8:76189695-76191250
LOC100996351	NR_110670.1	chr19:3141573-3155173:-	chr19:3154641-3155291
LINC00189	NR_027072.2	chr21:30565814-30660526:+	chr21:30565252-30570017
SGCD	NM_172244.2	chr5:155753766-156185070:+	chr5:155753453-155756643
CFAP47	NM_001304548.1	chrX:35937850-36403434:+	chrX:35937537-35938488
LY6K	NM_001160355.1	chr8:143781528-143785588:+	chr8:143780607-143784240
HBA1	NM_000558.4	chr16:226649-227521:+	chr16:225912-228690
PCDHA7	NM_018910.2	chr5:140213968-140391929:+	chr5:140213542-140214635
AMZ1	NM_001284355.2	chr7:2727835-2756163:+	chr7:2727043-2730296
SYNE1	NM_033071.3	chr6:152442818-152957986:-	chr6:152956179-152958957
CCDC89	NM_152723.2	chr11:85394886-85397320:-	chr11:85395980-85397309
HAND2-AS1	NR_136197.1	chr4:174449750-174463083:+	chr4:174446718-174452125
HAND2	NM_021973.2	chr4:174447651-174451378:-	chr4:174446718-174452125
RNASE11	NM_145250.3	chr14:21051050-21058417:-	chr14:21059708-21060667
RNASE12	NM_001024822.2	chr14:21058238-21058982:-	chr14:21059708-21060667
PTCHD4	NM_001013732.3	chr6:47845763-48036425:-	chr6:48035757-48037047
KCNJ3	NM_001260508.1	chr2:155555092-155714864:+	chr2:155553461-155557434
DDX11L5	NR_051986.1	chr9:11986-14525:+	chr9:10061-10979
DCHS1	NM_003737.3	chr11:6642554-6677080:-	chr11:6677143-6677738
SOSTDC1	NM_015464.2	chr7:16501105-16505474:-	chr7:16502949-16506275
LINC00958	NR_038904.1	chr11:13001080-13011095:-	chr11:13008217-13011629
TLX3	NM_021025.3	chr5:170736287-170739138:+	chr5:170735019-170740248
LINC01094	NR_038308.1	chr4:79567147-79605655:+	chr4:79565574-79568487
MAGI1-IT1	NR_145422.1	chr3:65858488-65940233:-	chr3:65939505-65940510
SLC30A10	NR_046437.1	chr1:220087605-220101993:-	chr1:220099516-220102264
SLC27A6	NM_001317984.1	chr5:128300819-128369335:+	chr5:128300441-128301701
NDP	NM_000266.3	chrX:43808021-43832921:-	chrX:43830096-43833636
ACPP	NM_001292037.1	chr3:132036210-132077690:+	chr3:132035612-132037282
ACKR3	NM_020311.2	chr2:237478379-237490997:+	chr2:237477960-237481872
LINC01693	NR_131925.1	chr1:211813149-211827964:+	chr1:211812937-211814418
CHODL	NM_024944.2	chr21:19617149-19639687:+	chr21:19616839-19618498
LOC105370424	NR_135255.1	chr14:29252696-29254993:-	chr14:29252398-29255160
LOC389332	NR_024418.1	chr5:135527155-135528851:-	chr5:135527332-135529323
NLRP1	NM_001033053.2	chr17:5404718-5487832:-	chr17:5486870-5487932
FAM69C	NM_001044369.2	chr18:72102962-72124503:-	chr18:72122982-72124406
ICAM2	NM_001099786.1	chr17:62079954-62097994:-	chr17:62095618-62098621
BRINP1	NM_014618.2	chr9:121928907-122131739:-	chr9:122129147-122132430
DLGAP1	NM_004746.3	chr18:3496029-4455266:-	chr18:4453193-4456285
PRKY	NR_028062.1	chrY:7142012-7249588:+	chrY:7140803-7144567
LOC101929380	NR_105018.1	chr5:86415964-86543838:+	chr5:86417054-86418530
BARHL2	NM_020063.1	chr1:91177578-91182794:-	chr1:91182410-91184742
PTPRN	NM_001199764.1	chr2:220154344-220173729:-	chr2:220172467-220174552
LIMS3	NM_033514.4	chr2:110656008-110664033:+	chr2:110654479-110658037
LIMS3-LOC440895	NR_027145.2	chr2:110656008-110726151:+	chr2:110654479-110658037
SCRT2	NM_033129.3	chr20:642239-656823:-	chr20:656344-657331
LOC101929384	NR_120475.1	chr12:312810-314259:+	chr12:312319-313485
LOC100507639	NR_121625.1	chr4:142242277-142253771:-	chr4:142249809-142256758
C1orf140	NR_024236.1	chr1:221503269-221509638:-	chr1:221509130-221509730
VCAM1	NM_001199834.1	chr1:101185195-101204601:+	chr1:101184859-101190010
CDH12	NM_004061.4	chr5:21750974-22853731:-	chr5:22851156-22853946
GABBR2	NM_005458.7	chr9:101050363-101471479:-	chr9:101469027-101470894
NOVA2	NM_002516.3	chr19:46436991-46476657:-	chr19:46475790-46477676
ZNF890P	NR_034163.1	chr7:5160940-5184177:-	chr7:5183586-5184524
CNIH2	NR_073079.1	chr11:66045671-66051685:+	chr11:66045951-66046678
CHRDL2	NM_015424.5	chr11:74407472-74442430:-	chr11:74442435-74442987
ASIC2	NM_183377.1	chr17:31340104-31620006:-	chr17:31618146-31620343
CLIC6	NM_053277.2	chr21:36041461-36090525:+	chr21:36041215-36043799
SLC15A1	NM_005073.3	chr13:99336054-99404929:-	chr13:99403776-99405413
TM4SF18	NM_001184723.1	chr3:149036284-149051259:-	chr3:149048820-149052205
LOC102724927	NR_120311.1	chr16:3997609-4000445:-	chr16:3998968-4000987
TTTY15	NR_001545.2	chrY:14774297-14804153:+	chrY:14773274-14776602
LIMS4	NR_038099.1	chr2:111203459-111230652:-	chr2:111228620-111232358
LIN28B-AS1	NR_046407.1	chr6:105384168-105388402:-	chr6:105388598-105390168
FRZB	NM_001463.3	chr2:183698001-183731498:-	chr2:183730845-183733012
TBX21	NM_013351.1	chr17:45810609-45823485:+	chr17:45810299-45811657
B3GAT1	NM_054025.2	chr11:134248397-134281812:-	chr11:134282196-134283324
EVX2	NM_001080458.1	chr2:176944834-176948690:-	chr2:176947814-176951372
CDH10	NM_006727.4	chr5:24487208-24645087:-	chr5:24642715-24645927
ITGA11	NM_001004439.1	chr15:68594041-68724492:-	chr15:68720853-68724906
EHF	NM_001206615.1	chr11:34642587-34684835:+	chr11:34641427-34649288
TDRD5	NM_001199091.1	chr1:179560747-179660407:+	chr1:179560047-179561716
C12orf56	NM_001170633.1	chr12:64660762-64784345:-	chr12:64783776-64785126
SLC10A4	NM_152679.3	chr4:48485359-48491541:+	chr4:48484692-48487382
LINC00926	NR_024433.1	chr15:57592562-57599967:+	chr15:57591359-57599583
JAKMIP2	NM_001270941.1	chr5:146965001-147162411:-	chr5:147159427-147162422
LOC100508631	NR_134669.1	chr4:37003400-37022328:+	chr4:37003050-37005103
SLC38A4	NM_018018.4	chr12:47158543-47219780:-	chr12:47218891-47220172
COLEC11	NM_001255989.1	chr2:3653641-3692234:+	chr2:3653166-3653837
LOC100130417	NR_026874.2	chr1:852197-855072:-	chr1:856036-856781
PAK5	NM_020341.3	chr20:9518036-9819687:-	chr20:9818572-9820272
GREM1	NM_001191322.1	chr15:33010204-33026870:+	chr15:33009074-33013396
LOC100131315	NR_109767.1	chr15:33010301-33011066:-	chr15:33009074-33013396
RIMS4	NM_001205317.1	chr20:43380444-43438979:-	chr20:43439192-43439871
SCG2	NM_003469.4	chr2:224461657-224467217:-	chr2:224465621-224467525
LINC01314	NR_120317.1	chr15:80487820-80544603:-	chr15:80541901-80545198
COL1A2	NM_000089.3	chr7:94023872-94060544:+	chr7:94023391-94028859
PHYHD1	NM_174933.3	chr9:131683173-131704320:+	chr9:131683116-131685370
AKT3	NM_181690.2	chr1:243651534-244006584:-	chr1:244004554-244007399
CBFA2T3	NM_175931.2	chr16:88941262-89007608:-	chr16:89008418-89009035
LOC100129697	NM_001290330.2	chr16:89006444-89017932:+	chr16:89008418-89009035
VAT1L	NM_020927.2	chr16:77822460-78014004:+	chr16:77821964-77824940
HSPC324	NR_135132.1	chr9:139543061-139554873:-	chr9:139557233-139562425
EGFL7	NR_045110.1	chr9:139557378-139567130:+	chr9:139557233-139562425
LINC02071	NR_110751.1	chr17:49389969-49412523:-	chr17:49409916-49410458
MIR5093	NR_049816.1	chr16:85339831-85339931:-	chr16:85336475-85337758
LINC00397	NR_104059.1	chr13:88453297-88462775:-	chr13:88459740-88463704
IRX4	NM_016358.2	chr5:1877540-1882880:-	chr5:1881595-1884570
RGS11	NM_003834.2	chr16:318299-325943:-	chr16:325065-326371
NKX2-5	NM_001166175.1	chr5:172659106-172662315:-	chr5:172655872-172666260
FGF13-AS1	NR_038405.1	chrX:137794268-137798767:+	chrX:137790869-137794836
ALDH3A1	NM_001135168.1	chr17:19641296-19648772:-	chr17:19647751-19649037
PCDHGB6	NM_032100.1	chr5:140787769-140790232:+	chr5:140787445-140788264
COL5A3	NM_015719.3	chr19:10070236-10121147:-	chr19:10120302-10121582
RDH8	NM_015725.2	chr19:10123924-10132954:+	chr19:10120302-10121582
ITGA10	NM_001303041.1	chr1:145524890-145543868:+	chr1:145524792-145525372
TLX2	NM_016170.4	chr2:74741595-74744275:+	chr2:74740594-74743094
SFTA1P	NR_027082.1	chr10:10826401-10836877:-	chr10:10833213-10837294
GRIN3B	NM_138690.2	chr19:1000417-1009731:+	chr19:1000667-1001837
SERPINB5	NM_002639.4	chr18:61144143-61172318:+	chr18:61143629-61146360
NTF3	NM_001102654.1	chr12:5541279-5604465:+	chr12:5538918-5544229
CYP4F11	NM_021187.3	chr19:16023179-16045676:-	chr19:16041373-16045841
RASGRF2	NM_006909.2	chr5:80256507-80525981:+	chr5:80255580-80259439
RASGRF2-AS1	NR_105015.1	chr5:80243511-80256726:-	chr5:80255580-80259439
ADRA1A	NR_136343.1	chr8:26605666-26723172:-	chr8:26723265-26725090
LOC101929721	NR_125988.1	chr1:49723082-49734966:+	chr1:49722425-49723887
