HUGO_symbol	transcript	gene_coordinate	assigned_peak
TNF	NM_000594.3	chr6_ssto_hap7:2874144-2876914:+	chr6_ssto_hap7:2875800-2881889
LTB	NM_002341.1	chr6_ssto_hap7:2879135-2881003:-	chr6_ssto_hap7:2875800-2881889
CECR1	NM_001282225.1	chr22:17659679-17700475:-	chr22:17696912-17702481
ADRA2C	NM_000683.3	chr4:3768295-3770253:+	chr4:3765818-3767295
LINC00517	NR_135286.1	chr14:38365264-38371329:-	chr14:38371628-38373460
SPANXA1	NM_013453.3	chrX:140671795-140672860:-	chrX:140671284-140679398
SPANXA2	NM_145662.3	chrX:140677834-140678899:+	chrX:140671284-140679398
RGS7	NM_002924.5	chr1:240938813-241520530:-	chr1:241519803-241521601
CEACAM21	NM_033543.5	chr19:42082530-42093197:+	chr19:42082132-42084617
KRTAP27-1	NM_001077711.1	chr21:31709330-31710012:-	chr21:31708510-31713522
USP32P1	NR_003190.2	chr17:16690205-16707819:+	chr17:16691443-16693109
FAM106CP	NM_001348162.1	chr17:16692056-16693815:+	chr17:16691443-16693109
CR2	NM_001877.4	chr1:207627644-207663240:+	chr1:207627333-207636114
MMP23A	NR_002946.1	chr1:1631377-1633247:+	chr1:1631797-1632845
MIR3976HG	NR_038839.1	chr18:5748817-5795900:+	chr18:5745911-5749072
LOC105369879	NR_135020.1	chr12:87724515-87726098:+	chr12:87722631-87725057
LINC01570	NR_110902.1	chr16:5651169-5666251:-	chr16:5665969-5667419
ALG1L2	NM_001136152.1	chr3:129800673-129817233:+	chr3:129799925-129800994
MIR4641	NR_039784.2	chr6:41566460-41566526:+	chr6:41566071-41569247
PRRX2	NM_016307.3	chr9:132427919-132484953:+	chr9:132427585-132430333
KIAA2022	NM_001008537.2	chrX:73952690-74145287:-	chrX:74142786-74145425
GRIA1	NM_001258023.1	chr5:152870856-153193429:+	chr5:152873051-152875869
MIR4661	NR_039805.1	chr8:92217712-92217787:+	chr8:92216410-92218331
DEFB133	NM_001166478.1	chr6:49913813-49917157:-	chr6:49916718-49918639
KRTAP10-6	NM_198688.3	chr21:46011148-46012386:-	chr21:46012629-46015466
LOC105369507	NR_135102.1	chr11:115267473-115268376:+	chr11:115267081-115270079
OR2T10	NM_001004693.1	chr1:248756130-248757069:-	chr1:248759548-248761302
XIRP2	NM_001199145.1	chr2:168043792-168116263:+	chr2:168044497-168045548
CYP2F1	NR_135528.1	chr19:41620336-41634286:+	chr19:41617757-41619826
MIR585	NR_030311.1	chr5:168690604-168690698:-	chr5:168685211-168689860
RAB6C	NM_032144.2	chr2:130737234-130740311:+	chr2:130735916-130740348
RAB6C-AS1	NR_036537.1	chr2:130724164-130738045:-	chr2:130735916-130740348
LINC01918	NR_136172.1	chr2:105760570-105761882:+	chr2:105759835-105763197
LOC729080	NR_033244.1	chr5:141275190-141276260:-	chr5:141276990-141278410
CELF2-AS1	NR_126062.1	chr10:11358795-11386673:-	chr10:11385070-11390031
C3orf35	NR_126515.1	chr3:37440967-37458274:+	chr3:37442211-37443585
GLYATL3	NM_001010904.1	chr6:49467670-49495777:+	chr6:49464526-49465848
KRT2	NM_000423.2	chr12:53038341-53045959:-	chr12:53048090-53059209
LINC01256	NR_126401.1	chr4:133512243-133599658:+	chr4:133514462-133515798
LOC105376194	NR_135141.1	chr9:107032509-107048859:+	chr9:107032124-107033386
LINC01419	NR_122034.1	chr8:84315992-84321135:+	chr8:84315025-84317201
IFNL1	NM_172140.1	chr19:39786964-39789312:+	chr19:39788039-39791727
NKX1-2	NM_001146340.1	chr10:126135997-126138550:-	chr10:126137253-126139065
LOC101927286	NR_120324.1	chr15:97913600-98065041:-	chr15:98064587-98066339
LYG2	NM_175735.3	chr2:99858708-99871570:-	chr2:99871222-99874280
GATA1	NM_002049.3	chrX:48644981-48652718:+	chrX:48637101-48654736
MFSD6L	NM_152599.3	chr17:8700427-8702667:-	chr17:8701930-8705526
LINC00967	NR_039979.1	chr8:67104348-67109554:+	chr8:67102592-67104096
PGLYRP2	NM_052890.3	chr19:15579455-15590315:-	chr19:15589661-15592071
KIAA1257	NM_020741.2	chr3:128689778-128712986:-	chr3:128710045-128711208
LINC01159	NR_110373.1	chr2:105481954-105489053:-	chr2:105483642-105493757
OR4D1	NM_012374.1	chr17:56232514-56233447:+	chr17:56233884-56234953
MSX2P1	NR_002307.1	chr17:56234319-56236481:+	chr17:56233884-56234953
MIR3671	NR_037443.1	chr1:65523437-65523525:-	chr1:65520683-65523389
MIR101-1	NR_029516.1	chr1:65524116-65524191:-	chr1:65520683-65523389
LVCAT5	NR_131960.1	chr7:119259483-119547429:-	chr7:119545520-119549255
SIRPG	NM_018556.3	chr20:1609797-1638425:-	chr20:1636783-1639737
MIR3914-2	NR_037479.1	chr7:70772659-70772754:+	chr7:70767166-70775342
MIR3914-1	NR_037477.1	chr7:70772657-70772756:-	chr7:70767166-70775342
OR56B1	NM_001005180.2	chr11:5757677-5758768:+	chr11:5757930-5760112
RPS26P11	NR_002309.1	chrX:71264258-71264824:+	chrX:71263310-71267404
GABRQ	NM_018558.3	chrX:151806636-151821825:+	chrX:151805649-151807125
CCR9	NM_006641.3	chr3:45927995-45944667:+	chr3:45927007-45936846
OBP2B	NR_110242.1	chr9:136080665-136084637:-	chr9:136084081-136086602
LINC01568	NR_038234.1	chr16:73420703-73455295:+	chr16:73418802-73420887
LINC00615	NR_038868.1	chr12:91311799-91342446:+	chr12:91298692-91313622
ZNF469	NM_001127464.2	chr16:88493878-88507165:+	chr16:88490530-88492043
LINC01072	NR_126380.1	chr13:20676839-20677369:+	chr13:20675673-20680450
CNMD	NM_007015.2	chr13:53277398-53313947:-	chr13:53312030-53313483
VSTM2A-OT1	NR_038994.1	chr7:54624662-54639419:+	chr7:54626939-54629982
KRTAP10-2	NM_198693.3	chr21:45970239-45971388:-	chr21:45967204-45970078
TMEM181	NM_020823.1	chr6:158957467-159056467:+	chr6:158956581-158958993
KRTAP4-5	NM_033188.3	chr17:39305175-39306054:-	chr17:39305169-39308767
FABP1	NM_001443.2	chr2:88422500-88427650:-	chr2:88429336-88430894
MIR4709	NR_039858.1	chr14:74946835-74946907:-	chr14:74946428-74948038
LOC105372441	NR_131203.1	chr19:51333785-51354399:+	chr19:51332654-51334962
KLK15	NM_017509.3	chr19:51328544-51334779:-	chr19:51332654-51334962
XKR7	NM_001011718.1	chr20:30555804-30586256:+	chr20:30555153-30556554
LOC102723526	NR_134271.1	chr5:17444118-17446039:+	chr5:17443013-17445783
CPA5	NM_001127441.1	chr7:129984629-130008569:+	chr7:129982223-129983648
MIR378B	NR_036084.1	chr3:10371912-10371969:+	chr3:10373712-10375471
ATP2B2-IT2	NR_046766.1	chr3:10667699-10668492:-	chr3:10669117-10670828
LOC647859	NR_026578.1	chr5:70370029-70388897:-	chr5:70379437-70390011
LOC254028	NR_122043.1	chr14:21056382-21075380:+	chr14:21058457-21060440
RNASE11	NM_145250.3	chr14:21051050-21058417:-	chr14:21058457-21060440
RNASE12	NM_001024822.2	chr14:21058238-21058982:-	chr14:21058457-21060440
RRH	NM_006583.2	chr4:110749149-110765863:+	chr4:110748648-110749999
ANTXRLP1	NR_103827.1	chr10:47590260-47640844:-	chr10:47637582-47645843
SCGB3A1	NM_052863.2	chr5:180017104-180018487:-	chr5:180019266-180026216
GPRASP1	NM_001099411.1	chrX:101906293-101914011:+	chrX:101905608-101907996
MIR548AV	NR_049858.1	chr18:70520555-70520617:-	chr18:70497787-70520238
DSG3	NM_001944.2	chr18:29027731-29058665:+	chr18:29026943-29028550
DISC1FP1	NR_104190.1	chr11:89984399-90648220:+	chr11:89983160-89984570
OR52W1	NM_001005178.1	chr11:6220453-6221416:+	chr11:6220406-6223516
CLEC12A	NM_001207010.1	chr12:10103914-10138194:+	chr12:10102930-10106779
LOC400002	NR_135047.1	chr12:10100735-10105936:-	chr12:10102930-10106779
OR51E2	NM_030774.3	chr11:4701400-4719076:-	chr11:4716752-4719517
FAM159B	NM_001164442.1	chr5:63986134-64014017:+	chr5:63985913-63987328
TRPC6	NM_004621.5	chr11:101322294-101454659:-	chr11:101452870-101455544
MT1IP	NR_104046.1	chr16:56710027-56711789:+	chr16:56706873-56707989
LINC01761	NR_033966.1	chr1:95940292-95944912:+	chr1:95940191-95942613
TRH	NM_007117.4	chr3:129693235-129696781:+	chr3:129688585-129692465
MIR4655	NR_039799.1	chr7:1883815-1883889:-	chr7:1882587-1884100
LDB2	NM_001130834.2	chr4:16503156-16900432:-	chr4:16891648-16901241
CASC6	NR_104154.1	chr6:92338757-92400146:-	chr6:92400122-92402860
TMEM233	NM_001136534.1	chr12:120031263-120079363:+	chr12:120030719-120035058
SLC24A3	NM_020689.3	chr20:19193289-19703541:+	chr20:19189917-19195495
MIR4310	NR_036195.1	chr15:42158692-42158749:-	chr15:42158167-42159553
RHOXF1-AS1	NR_131238.1	chrX:119170200-119280761:+	chrX:119169309-119171885
MIR7978	NR_107018.1	chr4:21466322-21466381:-	chr4:21468414-21472170
PLA2G2C	NM_001316722.1	chr1:20489584-20503857:-	chr1:20499960-20502797
GRIK1-AS1	NR_027021.1	chr21:31120493-31136325:+	chr21:31120432-31122043
MIR4524B	NR_049834.1	chr17:67095682-67095797:+	chr17:67096988-67098599
MIR4524A	NR_039750.1	chr17:67095704-67095773:-	chr17:67096988-67098599
FRG2DP	NR_026980.2	chr16:34711784-34714967:-	chr16:34709957-34729146
MIR505	NR_030230.1	chrX:139006306-139006390:-	chrX:139005945-139007418
ANKRD20A9P	NR_138091.1	chr13:19385282-19446107:-	chr13:19443529-19445541
NTS	NM_006183.4	chr12:86268072-86276770:+	chr12:86266866-86268774
ISX	NM_001303508.1	chr22:35462128-35483380:+	chr22:35460054-35463826
IL2RA	NM_000417.2	chr10:6052656-6104333:-	chr10:6099291-6105707
SERPINE3	NM_001101320.1	chr13:51915167-51936239:+	chr13:51913859-51915713
CACNA2D4	NM_172364.4	chr12:1901122-2027870:-	chr12:2023960-2031606
CD163L1	NM_001297650.1	chr12:7507555-7596781:-	chr12:7595995-7597593
RHCE	NM_020485.4	chr1:25688739-25747363:-	chr1:25735752-25749227
KHDC1L	NM_001126063.2	chr6:73933266-73935175:-	chr6:73933592-73934904
LINC01550	NR_015430.1	chr14:98391946-98444461:-	chr14:98440734-98446714
CSNK1A1L	NM_145203.5	chr13:37677396-37679801:-	chr13:37682230-37684093
RTP1	NM_153708.2	chr3:186915273-186919253:+	chr3:186910647-186912973
MYOG	NM_002479.5	chr1:203052256-203055166:-	chr1:203056857-203061210
ALK	NM_004304.4	chr2:29415639-30144477:-	chr2:30143164-30146994
ZNF98	NM_001098626.1	chr19:22573898-22605148:-	chr19:22603933-22606137
DYDC2	NM_001270042.1	chr10:82104500-82127829:+	chr10:82103583-82104965
SLC17A1	NM_005074.3	chr6:25783124-25832287:-	chr6:25829375-25833830
TCTEX1D1	NM_152665.2	chr1:67218139-67244730:+	chr1:67217280-67218329
ARHGDIG	NM_001176.3	chr16:330605-333003:+	chr16:329257-331440
PDIA2	NM_006849.2	chr16:333117-337209:+	chr16:329257-331440
RNF148	NM_198085.1	chr7:122341719-122343021:-	chr7:122342628-122343953
MAPK8IP1	NM_005456.3	chr11:45907046-45928016:+	chr11:45906710-45908149
ADAMTSL2	NM_001145320.1	chr9:136397285-136440641:+	chr9:136397575-136401060
GAGE2B	NM_001098411.3	chrX:49235707-49242997:+	chrX:49236497-49241597
PIK3R6	NM_001290211.1	chr17:8706040-8770994:-	chr17:8769665-8772578
KCNH6	NM_001278920.1	chr17:61600694-61624089:+	chr17:61596807-61599149
NXF3	NM_022052.1	chrX:102330748-102348022:-	chrX:102346941-102348624
GJA8	NM_005267.4	chr1:147374945-147381396:+	chr1:147376167-147378827
LINC00587	NR_103830.1	chr9:105281918-105419791:+	chr9:105282828-105285306
CERS3-AS1	NR_120374.1	chr15:100913143-100978119:+	chr15:100912414-100914339
PIK3CD	NM_005026.3	chr1:9711789-9789172:+	chr1:9710940-9716223
LINC00989	NR_038826.1	chr4:80413746-80497614:+	chr4:80412586-80414009
TMCO5A	NM_152453.3	chr15:38226807-38243623:+	chr15:38223325-38225014
FCN3	NM_003665.3	chr1:27695600-27701343:-	chr1:27703672-27705359
FBXO40	NM_016298.3	chr3:121312169-121349139:+	chr3:121310090-121314443
CYP4X1	NM_178033.1	chr1:47489239-47516423:+	chr1:47489286-47490471
MAGEB2	NM_002364.4	chrX:30233674-30238206:+	chrX:30232834-30237217
LRRC39	NM_001256385.1	chr1:100614003-100643829:-	chr1:100643297-100644306
LINC00222	NR_033376.1	chr6:109072856-109091145:+	chr6:109071554-109072742
SHANK2-AS1	NR_046567.1	chr11:70477198-70481595:+	chr11:70474605-70478299
SLC8A1-AS1	NR_038441.1	chr2:40144773-40482349:+	chr2:40144678-40151529
CDY2B	NM_001001722.1	chrY:19990139-19992099:-	chrY:19978501-19989698
GIMAP6	NM_001244072.1	chr7:150322462-150329736:-	chr7:150327350-150331502
LOC102467216	NR_104673.1	chr5:111992124-112018585:-	chr5:112019939-112023279
NRIP2	NM_031474.2	chr12:2934513-2944221:-	chr12:2945564-2947002
LOC100507424	NR_038933.1	chr12:2945981-2968961:+	chr12:2945564-2947002
MIR211	NR_029624.1	chr15:31357234-31357344:-	chr15:31353060-31355963
RFPL3	NM_006604.2	chr22:32750871-32757148:+	chr22:32750445-32751665
DOCK4-AS1	NR_103806.1	chr7:111448560-111461835:+	chr7:111450187-111451553
MIR548AZ	NR_106755.1	chr8:120337410-120337505:+	chr8:120338963-120340144
SNORA59B	NR_003022.1	chr17:19460872-19461024:+	chr17:19457260-19458539
SLC9A3	NM_004174.3	chr5:472100-524549:-	chr5:522420-524203
SLITRK2	NM_001144004.2	chrX:144899346-144907360:+	chrX:144898737-144901000
LINC00922	NR_027755.1	chr16:65318401-65610203:-	chr16:65609592-65610696
IL1RAPL1	NM_014271.3	chrX:28605680-29974017:+	chrX:28603778-28611770
SPANXN2	NM_001009615.2	chrX:142795134-142803762:-	chrX:142799923-142802392
MIR7156	NR_106978.1	chr1:77525827-77525887:+	chr1:77521526-77523928
LOC105375800	NR_136279.1	chr8:144840661-144842678:-	chr8:144844738-144847356
GAGE12I	NM_001477.1	chrX:49216676-49223943:+	chrX:49216647-49222326
LINC02027	NR_132411.1	chr3:81043018-81144798:+	chr3:81042179-81044927
GUCY2C	NM_004963.3	chr12:14765565-14849519:-	chr12:14848270-14849557
LINC01455	NR_131226.1	chr5:79232401-79263449:+	chr5:79233283-79236029
LOC102467214	NR_104672.1	chr5:111964132-111966618:+	chr5:111965178-111967401
AMPD1	NM_000036.2	chr1:115215718-115238239:-	chr1:115237145-115238867
SOX3	NM_005634.2	chrX:139585151-139587225:-	chrX:139589478-139590646
ITIH6	NM_198510.2	chrX:54775331-54824673:-	chrX:54820115-54826003
FSIP2-AS1	NR_144453.1	chr2:186648417-186664877:-	chr2:186659615-186662798
SLC35F1	NM_001029858.3	chr6:118228688-118638839:+	chr6:118228323-118230155
LOC101929680	NR_110260.1	chr2:166938040-167158294:+	chr2:166936890-166938893
MIR663A	NR_030386.1	chr20:26188821-26188914:-	chr20:26186552-26191181
MIR663AHG	NR_040095.1	chr20:26167654-26189869:-	chr20:26186552-26191181
CASC22	NR_135281.1	chr16:52292475-52314211:+	chr16:52289273-52291505
C12orf40	NM_001031748.3	chr12:40019968-40115716:+	chr12:40019339-40020642
AKR1C8P	NR_027916.2	chr10:5196654-5227150:-	chr10:5227229-5228258
PTGDR	NM_000953.2	chr14:52734430-52743442:+	chr14:52729214-52736890
MIR3176	NR_036137.1	chr16:593276-593366:+	chr16:592606-594358
SLC4A1	NM_000342.3	chr17:42325757-42345502:-	chr17:42344526-42347170
ESM1	NM_007036.4	chr5:54273694-54281414:-	chr5:54274504-54293443
MIR617	NR_030348.1	chr12:81226311-81226408:-	chr12:81223031-81225009
EPO	NM_000799.2	chr7:100318422-100321323:+	chr7:100317835-100319416
LHX3	NM_014564.4	chr9:139088095-139095019:-	chr9:139097435-139100799
IFNB1	NM_002176.3	chr9:21077103-21077962:-	chr9:21078101-21079466
TMIE	NM_147196.2	chr3:46742822-46752413:+	chr3:46740391-46742326
MIR4278	NR_036242.1	chr5:6827965-6828034:-	chr5:6827583-6830635
LOC440461	NR_027283.1	chr17:66194800-66196443:+	chr17:66192310-66194672
MIR6503	NR_106758.1	chr11:59976543-59976629:-	chr11:59973468-59977630
MIR3183	NR_036148.1	chr17:925715-925799:-	chr17:922113-923357
POU6F2-AS1	NR_046711.1	chr7:39444196-39445945:-	chr7:39445855-39446948
ASXL3	NM_030632.2	chr18:31158540-31331159:+	chr18:31157275-31160694
GNAT3	NM_001102386.2	chr7:80087950-80141325:-	chr7:80143668-80145279
RIMS4	NM_001205317.1	chr20:43380444-43438979:-	chr20:43438536-43439785
FGG	NM_021870.2	chr4:155525727-155533902:-	chr4:155533468-155534634
REC8	NM_005132.2	chr14:24641233-24649463:+	chr14:24639930-24642884
GIF	NM_005142.2	chr11:59596745-59612974:-	chr11:59612873-59614890
KRTAP13-2	NM_181621.3	chr21:31743708-31744557:-	chr21:31743661-31747424
MIR4327	NR_036221.1	chr21:31747611-31747696:-	chr21:31743661-31747424
TBC1D21	NM_001286434.1	chr15:74165926-74181555:+	chr15:74161816-74170443
LINC01075	NR_125787.1	chr13:62786414-62824084:+	chr13:62780959-62784368
FMR1NB	NM_152578.2	chrX:147062848-147108187:+	chrX:147059866-147061214
TNFSF8	NM_001252290.1	chr9:117655622-117692875:-	chr9:117689562-117693527
MYH2	NM_001100112.1	chr17:10424464-10452940:-	chr17:10450033-10451272
HEMGN	NM_197978.2	chr9:100689072-100700675:-	chr9:100695690-100707442
RSPO3	NM_032784.4	chr6:127440047-127520626:+	chr6:127435851-127446305
LOC100129138	NR_033990.1	chr1:104615644-104619708:+	chr1:104615432-104616640
MPO	NM_000250.1	chr17:56347216-56358296:-	chr17:56348885-56364667
CACNA1C-IT2	NR_046768.1	chr12:2157517-2158629:+	chr12:2157935-2160649
NODAL	NM_001329906.1	chr10:72191691-72207704:-	chr10:72206286-72209508
MIR1587	NR_039763.1	chrX:39696814-39696867:+	chrX:39693927-39695194
FRMD8P1	NR_033742.1	chrX:64770501-64772301:-	chrX:64768097-64770011
CXCL14	NM_004887.4	chr5:134906368-134914969:-	chr5:134911471-134915555
MIR7114	NR_106964.1	chr9:140344477-140344538:-	chr9:140343911-140346845
TNFRSF25	NM_148965.1	chr1:6521210-6526255:-	chr1:6525064-6526170
B3GAT1	NM_054025.2	chr11:134248397-134281812:-	chr11:134282227-134283339
TMEM174	NM_153217.2	chr5:72469022-72470970:+	chr5:72467029-72468194
MIR4455	NR_039660.1	chr4:185859536-185859594:-	chr4:185854367-185859617
TMEM211	NM_001001663.1	chr22:25331207-25335314:-	chr22:25332956-25335305
CMKLR1	NM_001142343.1	chr12:108681820-108733094:-	chr12:108735467-108737852
LOC101927062	NR_110033.1	chr14:27244700-27291326:-	chr14:27289306-27292268
LINC01287	NR_125776.1	chr7:153097003-153109319:-	chr7:153106447-153112423
LOC101928449	NR_110089.1	chr12:82347497-82386912:+	chr12:82347335-82353516
TMEM252	NM_153237.1	chr9:71151495-71155783:-	chr9:71151625-71153473
FCGR1B	NR_045213.1	chr1:120926127-120935944:-	chr1:120934094-120936713
ARHGEF3-AS1	NR_046572.1	chr3:56974067-56994882:+	chr3:56973044-56976839
PKHD1L1	NM_177531.4	chr8:110374705-110543500:+	chr8:110374862-110375965
CPS1-IT1	NR_002763.2	chr2:211482294-211484600:+	chr2:211481904-211484045
HBE1	NM_005330.3	chr11:5289579-5291373:-	chr11:5288334-5294739
CLEC14A	NM_175060.2	chr14:38723204-38725575:-	chr14:38726026-38727085
CT45A9	NM_001291540.2	chrX:134945603-134953994:-	chrX:134952795-134954029
LOC105379030	NR_134252.1	chr5:72427834-72446419:-	chr5:72446237-72452366
LOC101927131	NR_110907.1	chr16:11559115-11567031:+	chr16:11560878-11562112
LINC01579	NR_138083.1	chr15:94439287-94443828:-	chr15:94443095-94444505
LINC01580	NR_120322.1	chr15:94443929-94517161:+	chr15:94443095-94444505
ZNF117	NM_015852.3	chr7:64434829-64451414:-	chr7:64450200-64452026
MIR3200	NR_036171.1	chr22:31127543-31127628:+	chr22:31126127-31130422
PDZD3	NM_024791.3	chr11:119056165-119060932:+	chr11:119051731-119053833
CLCA4	NR_024602.1	chr1:87012758-87046437:+	chr1:87011700-87013670
DCAF12L1	NM_178470.4	chrX:125683365-125686842:-	chrX:125683693-125687866
ASGR2	NM_080914.2	chr17:7004640-7017629:-	chr17:7016964-7019129
UGT1A3	NM_019093.2	chr2:234637772-234681945:+	chr2:234636567-234639184
LINC01539	NR_040025.1	chr18:53750586-53804767:-	chr18:53806232-53809437
SLC22A14	NM_004803.4	chr3:38347426-38360066:+	chr3:38345336-38348506
CHST5	NM_024533.4	chr16:75562427-75569068:-	chr16:75567848-75569351
WEE2	NM_001105558.1	chr7:141408152-141431071:+	chr7:141405744-141407111
WFDC1	NM_001282467.1	chr16:84328311-84363457:+	chr16:84328048-84330943
DDX4	NM_001166534.1	chr5:55062712-55112974:+	chr5:55059462-55060593
OR1D5	NM_014566.1	chr17:2965962-2966901:-	chr17:2967971-2970091
LINC00367	NR_104058.1	chr13:21512702-21523567:-	chr13:21521407-21522459
ADAMTS19	NM_133638.4	chr5:128795957-129074376:+	chr5:128794031-128802060
ADAMTS19-AS1	NR_125748.1	chr5:128795251-128796382:-	chr5:128794031-128802060
RSPO4	NM_001029871.3	chr20:939094-982907:-	chr20:980606-981779
PIK3R5	NM_001251851.1	chr17:8782232-8869029:-	chr17:8868014-8871377
GLYATL2	NM_145016.3	chr11:58601537-58611997:-	chr11:58610631-58613095
LMF1-AS1	NR_110946.1	chr16:971032-984524:+	chr16:967597-968846
MIR586	NR_030313.1	chr6:45165410-45165507:-	chr6:45162897-45164856
ZNF560	NM_152476.2	chr19:9577030-9609279:-	chr19:9608428-9609825
LOC105378146	NR_136250.1	chr6:169327835-169364477:-	chr6:169363883-169365337
MIR548L	NR_031630.1	chr11:94199660-94199746:-	chr11:94201828-94203902
ZRANB2-AS1	NR_038420.1	chr1:71512188-71532867:+	chr1:71509404-71514569
PTGER3	NM_198714.1	chr1:71318035-71513491:-	chr1:71509404-71514569
MAG	NM_001199216.1	chr19:35782988-35804710:+	chr19:35779577-35783958
LINC01618	NR_040106.1	chr4:53656160-53681631:+	chr4:53654362-53655990
CMTM5	NM_001288745.1	chr14:23846016-23848981:+	chr14:23845148-23846994
CXorf21	NM_025159.2	chrX:30576940-30596033:-	chrX:30594365-30598022
CHRNA3	NR_046313.1	chr15:78885393-78913637:-	chr15:78912141-78919677
LOC442132	NR_033906.2	chr5:7301442-7306827:-	chr5:7306982-7308280
LRRC70	NM_181506.4	chr5:61874561-61877275:+	chr5:61873395-61877635
IPO11-LRRC70	NR_073584.1	chr5:61874561-61924416:+	chr5:61873395-61877635
PLGLA	NR_003506.3	chr2:106998569-107007851:+	chr2:106995077-106997350
MYH4	NM_017533.2	chr17:10346606-10372876:-	chr17:10373914-10376410
THSD4-AS1	NR_120350.1	chr15:71459150-71481398:-	chr15:71478791-71480956
COL15A1	NM_001855.4	chr9:101705994-101833074:+	chr9:101705579-101707308
FAM187B	NM_152481.1	chr19:35715703-35719628:-	chr19:35714396-35717180
LOC441204	NR_015364.2	chr7:26526287-26535987:+	chr7:26527207-26528659
LOC101928417	NR_110937.1	chr16:82986834-83023903:-	chr16:83025271-83026633
LOC101929297	NR_125862.1	chr6:166650456-166670435:+	chr6:166648420-166651674
MIR7162	NR_106985.1	chr10:30657525-30657594:-	chr10:30658483-30663156
GOLGA2P6	NR_120609.1	chr10:30653255-30660836:-	chr10:30658483-30663156
MIR4281	NR_036239.1	chr5:176056439-176056501:-	chr5:176052879-176055322
SNCB	NM_001001502.2	chr5:176047084-176057562:-	chr5:176052879-176055322
